Plate,Plate Row,Plate Column,Well,Transposon Coordinates,Transposon Locatabilities,Features Disrupted,Distances of Transposon from Translation Starts,Fractional Distances of Transposon from Translation Starts,Locus Tags
4,PR01,PC04,C3,"1862388, 2803129, 2975245","unambiguous, ambiguous, unambiguous","omcA, gpE, gmhB","1512,1160,407","0.69, 0.74, 0.72","SO_1779, SO_2679, SO_2851"
4,PR01,PC04,C4,"4678172","ambiguous","None","NA","NA","None"
4,PR01,PC04,C5,"3468308","unambiguous","SO_3316","144","0.13","SO_3316"
4,PR01,PC04,C6,"3485705","unambiguous","ybjU","993","0.98","SO_3338"
4,PR01,PC04,C7,"1331095","unambiguous","SO_1278","2101","0.99","SO_1278"
4,PR01,PC04,C8,"92049","unambiguous","SO_0078","763","0.95","SO_0078"
4,PR01,PC04,C9,"1898865","unambiguous","pspC","107","0.28","SO_1809"
4,PR01,PC04,C10,"2803129.0","unambiguous","gpE","1160","0.74","SO_2679"
4,PR01,PC04,C11,"","","","","",""
4,PR01,PC04,C12,"147371, 1433710, 1862388","ambiguous, ambiguous, unambiguous","SO_0141, SO_1377, omcA","2468,76,1512","0.76, 0.04, 0.69","SO_0141, SO_1377, SO_1779"
4,PR01,PC04,D1,"3320621","unambiguous","wzx","745","0.50","SO_3181"
4,PR01,PC04,D2,"","","","","",""
4,PR01,PC04,D3,"147371, 1315184, 1458521","ambiguous, unambiguous, unambiguous","SO_0141, puuA, yheO","2468,56,38","0.76, 0.04, 0.06","SO_0141, SO_1268, SO_1402"
4,PR01,PC04,D4,"1426928","unambiguous","None","NA","NA","None"
4,PR01,PC04,D5,"77308","ambiguous","SO_0066","4944","0.87","SO_0066"
4,PR01,PC04,D6,"5047397","ambiguous","None","NA","NA","None"
4,PR01,PC04,D7,"957496, 1458521","ambiguous, unambiguous","SO_0928, yheO","884,38","0.93, 0.06","SO_0928, SO_1402"
4,PR01,PC04,D8,"915026, 4483192","ambiguous, unambiguous","yheS, SO_4305","311,436","0.16, 0.60","SO_0885, SO_4305"
4,PR01,PC04,D9,"3532947","unambiguous","SO_3391","1980","0.82","SO_3391"
4,PR01,PC04,D10,"","","","","",""
4,PR01,PC04,D11,"2820556","unambiguous","gp48","93","0.16","SO_2703"
4,PR01,PC04,D12,"77308, 147371","ambiguous, ambiguous","SO_0066, SO_0141","4944,2468","0.87, 0.76","SO_0066, SO_0141"
4,PR01,PC04,E1,"4685131, 5033078","ambiguous, unambiguous","None, SO_A0084\SO_A0082","NA,1693\26","NA, 0.85\0.08","None, SO_A0084\SO_A0082"
4,PR01,PC04,E2,"2905494","unambiguous","None","NA","NA","None"
4,PR01,PC04,E3,"609224, 1487874, 3156564","unambiguous, ambiguous, ambiguous","None, None, SO_3045","NA,NA,383","NA, NA, 0.91","None, None, SO_3045"
4,PR01,PC04,E4,"","","","","",""
4,PR01,PC04,E5,"3156564","ambiguous","SO_3045","383","0.91","SO_3045"
4,PR01,PC04,E6,"1487874.0","unambiguous","None","NA","NA","None"
4,PR01,PC04,E7,"4124486","unambiguous","None","NA","NA","None"
4,PR01,PC04,E8,"1193232","unambiguous","rlmI","367","0.31","SO_1149"
4,PR01,PC04,E9,"","","","","",""
4,PR01,PC04,E10,"","","","","",""
4,PR01,PC04,E11,"665026","unambiguous","SO_0639","2691","0.86","SO_0639"
4,PR01,PC04,E12,"279782, 3156564","ambiguous, ambiguous","ppc, SO_3045","67,383","0.03, 0.91","SO_0274, SO_3045"
4,PR01,PC04,F1,"1436273","unambiguous","SO_1379","44","0.14","SO_1379"
4,PR01,PC04,F2,"1612359","unambiguous","SO_1538","580","0.58","SO_1538"
4,PR01,PC04,F3,"1480297, 2950453, 3061021, 3523852","unambiguous, unambiguous, unambiguous, unambiguous","ifcA, nrdG, None, SO_3385","1077,364,NA,711","0.61, 0.79, NA, 0.69","SO_1421, SO_2833, None, SO_3385"
4,PR01,PC04,F4,"2951847","unambiguous","nrdD","1203","0.57","SO_2834"
4,PR01,PC04,F5,"","","","","",""
4,PR01,PC04,F6,"3061021","unambiguous","None","NA","NA","None"
4,PR01,PC04,F7,"","","","","",""
4,PR01,PC04,F8,"4743907","unambiguous","None","NA","NA","None"
4,PR01,PC04,F9,"1446296, 3128890","unambiguous, unambiguous","ampP, trpH","79,600","0.04, 0.70","SO_1388, SO_3017"
4,PR01,PC04,F10,"3523852","unambiguous","SO_3385","711","0.69","SO_3385"
4,PR01,PC04,F11,"1517952, 2950453","ambiguous, unambiguous","SO_1459, nrdG","358,364","0.54, 0.79","SO_1459, SO_2833"
4,PR01,PC04,F12,"","","","","",""
4,PR01,PC04,G1,"147806","unambiguous","SO_0141","2033","0.63","SO_0141"
4,PR01,PC04,G2,"621378","unambiguous","None","NA","NA","None"
4,PR01,PC04,G3,"4097431","unambiguous","mlaF","644","0.79","SO_3954"
4,PR01,PC04,G4,"2951847","unambiguous","nrdD","1203","0.57","SO_2834"
4,PR01,PC04,G5,"","","","","",""
4,PR01,PC04,G6,"","","","","",""
4,PR01,PC04,G7,"4097431","unambiguous","mlaF","644","0.79","SO_3954"
4,PR01,PC04,G8,"4534302","unambiguous","SO_4342","55","0.21","SO_4342"
4,PR01,PC04,G9,"2383758","unambiguous","None","NA","NA","None"
4,PR01,PC04,G10,"2467043","unambiguous","ccoI","613","0.26","SO_2359"
4,PR01,PC04,G11,"4785628","unambiguous","cymA","305","0.54","SO_4591"
4,PR01,PC04,G12,"4602824","unambiguous","None","NA","NA","None"
4,PR01,PC04,H1,"146738","unambiguous","SO_0141","3101","0.96","SO_0141"
4,PR01,PC04,H2,"2661790","ambiguous","SO_2533","363","0.45","SO_2533"
4,PR01,PC04,H3,"481304, 2661790, 4675076","unambiguous, ambiguous, unambiguous","SO_0455, SO_2533, SO_4488","1034,363,216","0.51, 0.45, 0.16","SO_0455, SO_2533, SO_4488"
4,PR01,PC04,H4,"3057208","unambiguous","ybbP","2344","0.93","SO_2926"
4,PR01,PC04,H5,"3233048","ambiguous","None","NA","NA","None"
4,PR01,PC04,H6,"","","","","",""
4,PR01,PC04,H7,"481304","unambiguous","SO_0455","1034","0.51","SO_0455"
4,PR01,PC04,H8,"3758632","unambiguous","rstB","1207","0.95","SO_3595"
4,PR01,PC04,H9,"","","","","",""
4,PR01,PC04,H10,"2128603","unambiguous","SO_4779","162","0.37","SO_4779"
4,PR01,PC04,H11,"366356, 4894395","unambiguous, unambiguous","SO_0357, vmeB","1992,223","0.61, 0.07","SO_0357, SO_4692"
4,PR01,PC04,H12,"","","","","",""
5,PR01,PC05,A1,"","","","","",""
5,PR01,PC05,A2,"2794051","unambiguous","SO_2660","447","0.72","SO_2660"
5,PR01,PC05,A3,"4805552","unambiguous","SO_4610","51","0.22","SO_4610"
5,PR01,PC05,A4,"","","","","",""
5,PR01,PC05,A5,"","","","","",""
5,PR01,PC05,A6,"1296255","unambiguous","argW","1035","0.76","SO_1245"
5,PR01,PC05,A7,"4605171","unambiguous","None","NA","NA","None"
5,PR01,PC05,A8,"4550244.0","unambiguous","None","NA","NA","None"
5,PR01,PC05,A9,"3852361","unambiguous","SO_3701","390","0.43","SO_3701"
5,PR01,PC05,A10,"1013242, 3197957","unambiguous, ambiguous","SO_0984, SO_3078","589,435","0.60, 0.37","SO_0984, SO_3078"
5,PR01,PC05,A11,"1576673","ambiguous","SO_1503","410","0.53","SO_1503"
5,PR01,PC05,A12,"4407784","unambiguous","SO_4231","551","0.43","SO_4231"
5,PR01,PC05,B1,"606041","unambiguous","SO_0579","1292","0.71","SO_0579"
5,PR01,PC05,B2,"","","","","",""
5,PR01,PC05,B3,"606041, 969496, 1102057, 1658386, 1796391, 1802734, 2391488, 4510287, 5031604","unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous","SO_0579, SO_0938, SO_1061, SO_1580, SO_1707, SO_1713, ilvI, SO_4323, None","1292,452,209,1749,623,78,92,379,NA","0.71, 0.86, 0.15, 0.79, 0.56, 0.08, 0.05, 0.20, NA","SO_0579, SO_0938, SO_1061, SO_1580, SO_1707, SO_1713, SO_2279, SO_4323, None"
5,PR01,PC05,B4,"1802734","unambiguous","SO_1713","78","0.08","SO_1713"
5,PR01,PC05,B5,"5031604","unambiguous","None","NA","NA","None"
5,PR01,PC05,B6,"2391488","unambiguous","ilvI","92","0.05","SO_2279"
5,PR01,PC05,B7,"1658386","unambiguous","SO_1580","1749","0.79","SO_1580"
5,PR01,PC05,B8,"4510287","unambiguous","SO_4323","379","0.20","SO_4323"
5,PR01,PC05,B9,"969496, 3852361","unambiguous, unambiguous","SO_0938, SO_3701","452,390","0.86, 0.43","SO_0938, SO_3701"
5,PR01,PC05,B10,"1102057","unambiguous","SO_1061","209","0.15","SO_1061"
5,PR01,PC05,B11,"1576673, 1796391","ambiguous, unambiguous","SO_1503, SO_1707","410,623","0.53, 0.56","SO_1503, SO_1707"
5,PR01,PC05,B12,"","","","","",""
5,PR01,PC05,C1,"1187999","unambiguous","SO_1144","396","0.36","SO_1144"
5,PR01,PC05,C2,"101632","unambiguous","SO_0093","562","0.46","SO_0093"
5,PR01,PC05,C3,"2939440","unambiguous","None","NA","NA","None"
5,PR01,PC05,C4,"3296689","unambiguous","wbfB","1535","0.65","SO_3159"
5,PR01,PC05,C5,"","","","","",""
5,PR01,PC05,C6,"3910492","unambiguous","SO_3761","13","0.01","SO_3761"
5,PR01,PC05,C7,"","","","","",""
5,PR01,PC05,C8,"4208311","unambiguous","metF","298","0.33","SO_4054"
5,PR01,PC05,C9,"63299, 1482982","unambiguous, unambiguous","None, SO_1424","NA,274","NA, 0.12","None, SO_1424"
5,PR01,PC05,C10,"2508904, 4239449","unambiguous, ambiguous","aroA, chiA","116,991","0.09, 0.45","SO_2404, SO_4085"
5,PR01,PC05,C11,"623863","ambiguous","yjeF","465","0.31","SO_0598"
5,PR01,PC05,C12,"2687311","unambiguous","None","NA","NA","None"
5,PR01,PC05,D1,"","","","","",""
5,PR01,PC05,D2,"","","","","",""
5,PR01,PC05,D3,"4501140","unambiguous","bpfA","5978","0.72","SO_4317"
5,PR01,PC05,D4,"842570, 1865573","unambiguous, unambiguous","SO_0826, mtrF","898,493","0.53, 0.26","SO_0826, SO_1780"
5,PR01,PC05,D5,"930919","ambiguous","nqrB","619","0.50","SO_0903"
5,PR01,PC05,D6,"","","","","",""
5,PR01,PC05,D7,"930919.0","unambiguous","nqrB","619","0.50","SO_0903"
5,PR01,PC05,D8,"930919, 4937881","ambiguous, unambiguous","nqrB, SO_4732","619,1099","0.50, 0.61","SO_0903, SO_4732"
5,PR01,PC05,D9,"467705","unambiguous","SO_0440","547","0.17","SO_0440"
5,PR01,PC05,D10,"","","","","",""
5,PR01,PC05,D11,"4259797","unambiguous","mshQ","1506","0.40","SO_4100"
5,PR01,PC05,D12,"194776, 842570, 886337, 4716737","ambiguous, unambiguous, unambiguous, unambiguous","SO_0189, SO_0826, SO_0859, SO_4522","2288,898,3636,603","0.30, 0.53, 0.69, 0.64","SO_0189, SO_0826, SO_0859, SO_4522"
5,PR01,PC05,E1,"4685267","unambiguous","SO_4829","56","0.17","SO_4829"
5,PR01,PC05,E2,"3948522","unambiguous","SO_3796","111","0.30","SO_3796"
5,PR01,PC05,E3,"4561118","unambiguous","SO_4365","613","0.69","SO_4365"
5,PR01,PC05,E4,"944106, 3005695","unambiguous, unambiguous","SO_0915, SO_2884","100,108","0.04, 0.07","SO_0915, SO_2884"
5,PR01,PC05,E5,"1310977, 4502016","unambiguous, unambiguous","None, bpfA","NA,6854","NA, 0.83","None, SO_4317"
5,PR01,PC05,E6,"4192966.0","unambiguous","SO_4037","300","0.61","SO_4037"
5,PR01,PC05,E7,"3474119","unambiguous","SO_3320","1437","0.82","SO_3320"
5,PR01,PC05,E8,"1971041","unambiguous","None","NA","NA","None"
5,PR01,PC05,E9,"2400240, 4192966, 4290322","unambiguous, ambiguous, unambiguous","None, SO_4037, udp","NA,300,254","NA, 0.61, 0.34","None, SO_4037, SO_4133"
5,PR01,PC05,E10,"944106, 4502016","unambiguous, unambiguous","SO_0915, bpfA","100,6854","0.04, 0.83","SO_0915, SO_4317"
5,PR01,PC05,E11,"3399795","ambiguous","SO_3263","249","0.34","SO_3263"
5,PR01,PC05,E12,"76704","unambiguous","SO_0066","4340","0.76","SO_0066"
5,PR01,PC05,F1,"","","","","",""
5,PR01,PC05,F2,"1750996","unambiguous","napF","143","0.29","SO_1663"
5,PR01,PC05,F3,"2681016","ambiguous","cheY","287","0.79","SO_2547"
5,PR01,PC05,F4,"1351683","unambiguous","None","NA","NA","None"
5,PR01,PC05,F5,"3568486","unambiguous","None","NA","NA","None"
5,PR01,PC05,F6,"1386320","unambiguous","cyaC","769","0.72","SO_1329"
5,PR01,PC05,F7,"5075846","unambiguous","SO_A0118","504","0.90","SO_A0118"
5,PR01,PC05,F8,"539815","unambiguous","SO_0518","785","0.58","SO_0518"
5,PR01,PC05,F9,"","","","","",""
5,PR01,PC05,F10,"","","","","",""
5,PR01,PC05,F11,"1130353","unambiguous","SO_1091","127","0.14","SO_1091"
5,PR01,PC05,F12,"5038540","unambiguous","SO_A0089","839","0.19","SO_A0089"
5,PR01,PC05,G1,"","","","","",""
5,PR01,PC05,G2,"294603","unambiguous","aroB","241","0.22","SO_0287"
5,PR01,PC05,G3,"424693, 3998201","ambiguous, unambiguous","rhlB, SO_3849","963,500","0.73, 0.92","SO_0407, SO_3849"
5,PR01,PC05,G4,"3509873","ambiguous","trmB","611","0.85","SO_3367"
5,PR01,PC05,G5,"2589219","unambiguous","None","NA","NA","None"
5,PR01,PC05,G6,"","","","","",""
5,PR01,PC05,G7,"4694819","unambiguous","SO_4502","383","0.42","SO_4502"
5,PR01,PC05,G8,"","","","","",""
5,PR01,PC05,G9,"4423732","unambiguous","argA","711","0.53","SO_4245"
5,PR01,PC05,G10,"3269263","unambiguous","dctD","1199","0.87","SO_3138"
5,PR01,PC05,G11,"4686931","unambiguous","None","NA","NA","None"
5,PR01,PC05,G12,"583217","unambiguous","SO_0561","716","0.43","SO_0561"
5,PR01,PC05,H1,"444693, 2778194","unambiguous, ambiguous","None, SO_2643","NA,1574","NA, 0.52","None, SO_2643"
5,PR01,PC05,H2,"","","","","",""
5,PR01,PC05,H3,"1257024, 3500304","unambiguous, unambiguous","None, None","NA,NA","NA, NA","None, None"
5,PR01,PC05,H4,"3124878","unambiguous","xis","102","0.48","SO_3012"
5,PR01,PC05,H5,"564773","ambiguous","SO_0544","308","0.14","SO_0544"
5,PR01,PC05,H6,"3642286","unambiguous","mexF","826","0.26","SO_3492"
5,PR01,PC05,H7,"3820565","unambiguous","hmuZ","352","0.63","SO_3667"
5,PR01,PC05,H8,"5121606","ambiguous","None","NA","NA","None"
5,PR01,PC05,H9,"","","","","",""
5,PR01,PC05,H10,"717587, 1149744","unambiguous, unambiguous","SO_0699, nqrD","308,194","0.84, 0.31","SO_0699, SO_1106"
5,PR01,PC05,H11,"4574006","unambiguous","SO_4378","739","0.56","SO_4378"
5,PR01,PC05,H12,"974986","unambiguous","SO_0943","1208","0.54","SO_0943"
6,PR01,PC06,A1,"","","","","",""
6,PR01,PC06,A2,"","","","","",""
6,PR01,PC06,A3,"","","","","",""
6,PR01,PC06,A4,"471573","unambiguous","None","NA","NA","None"
6,PR01,PC06,A5,"","","","","",""
6,PR01,PC06,A6,"1105842","unambiguous","exeM","319","0.12","SO_1066"
6,PR01,PC06,A7,"206650, 2556044","ambiguous, unambiguous","selD, thiS","494,21","0.47, 0.10","SO_0196, SO_2442"
6,PR01,PC06,A8,"1972672, 4602036","unambiguous, unambiguous","SO_1876, bipA","1595,649","0.73, 0.36","SO_1876, SO_4408"
6,PR01,PC06,A9,"","","","","",""
6,PR01,PC06,A10,"2763056","unambiguous","clpA","500","0.22","SO_2626"
6,PR01,PC06,A11,"","","","","",""
6,PR01,PC06,A12,"1384124","ambiguous","yhcC","739","0.80","SO_1326"
6,PR01,PC06,B1,"597090, 3934554","unambiguous, ambiguous","rapA, SO_3782","97,512","0.03, 0.49","SO_0575, SO_3782"
6,PR01,PC06,B2,"5082404","ambiguous","None","NA","NA","None"
6,PR01,PC06,B3,"597090, 3865286, 4437750, 4622966, 4881950","unambiguous, unambiguous, unambiguous, unambiguous, unambiguous","rapA, SO_3718, SO_4261, SO_4433, SO_4682","97,610,354,212,453","0.03, 0.81, 0.54, 0.10, 0.42","SO_0575, SO_3718, SO_4261, SO_4433, SO_4682"
6,PR01,PC06,B4,"","","","","",""
6,PR01,PC06,B5,"","","","","",""
6,PR01,PC06,B6,"4437750","unambiguous","SO_4261","354","0.54","SO_4261"
6,PR01,PC06,B7,"","","","","",""
6,PR01,PC06,B8,"2537226","unambiguous","SO_2427","120","0.05","SO_2427"
6,PR01,PC06,B9,"1543298","unambiguous","SO_1480","1135","0.63","SO_1480"
6,PR01,PC06,B10,"","","","","",""
6,PR01,PC06,B11,"4622966","unambiguous","SO_4433","212","0.10","SO_4433"
6,PR01,PC06,B12,"3865286","unambiguous","SO_3718","610","0.81","SO_3718"
6,PR01,PC06,C1,"4114614","unambiguous","SO_3976","1319","0.48","SO_3976"
6,PR01,PC06,C2,"435371","unambiguous","None","NA","NA","None"
6,PR01,PC06,C3,"3896275","unambiguous","argE","776","0.94","SO_3749"
6,PR01,PC06,C4,"2625594","unambiguous","SO_2499","120","0.42","SO_2499"
6,PR01,PC06,C5,"4557408","unambiguous","SO_4362","332","0.49","SO_4362"
6,PR01,PC06,C6,"462112","unambiguous","SO_0437","900","0.35","SO_0437"
6,PR01,PC06,C7,"","","","","",""
6,PR01,PC06,C8,"3139083","unambiguous","None","NA","NA","None"
6,PR01,PC06,C9,"63299","unambiguous","None","NA","NA","None"
6,PR01,PC06,C10,"1993710","unambiguous","liuB","1325","0.82","SO_1896"
6,PR01,PC06,C11,"392084","unambiguous","hsdR","2543","0.82","SO_0380"
6,PR01,PC06,C12,"","","","","",""
6,PR01,PC06,D1,"2647814, 5048095","unambiguous, unambiguous","None, SO_A0099","NA,571","NA, 0.33","None, SO_A0099"
6,PR01,PC06,D2,"3131061, 5048095","ambiguous, unambiguous","trpE, SO_A0099","1199,571","0.70, 0.33","SO_3019, SO_A0099"
6,PR01,PC06,D3,"4656449","unambiguous","SO_4467","113","0.36","SO_4467"
6,PR01,PC06,D4,"3082801","unambiguous","SO_2944","946","0.59","SO_2944"
6,PR01,PC06,D5,"2075336","unambiguous","None","NA","NA","None"
6,PR01,PC06,D6,"","","","","",""
6,PR01,PC06,D7,"","","","","",""
6,PR01,PC06,D8,"2567860","unambiguous","SO_2451","388","0.39","SO_2451"
6,PR01,PC06,D9,"3105086","unambiguous","None","NA","NA","None"
6,PR01,PC06,D10,"","","","","",""
6,PR01,PC06,D11,"","","","","",""
6,PR01,PC06,D12,"3857887","unambiguous","btuF","208","0.25","SO_3709"
6,PR01,PC06,E1,"","","","","",""
6,PR01,PC06,E2,"134312","unambiguous","None","NA","NA","None"
6,PR01,PC06,E3,"3206461","unambiguous","SO_3084","1421","0.33","SO_3084"
6,PR01,PC06,E4,"","","","","",""
6,PR01,PC06,E5,"2707345","unambiguous","rnd","468","0.42","SO_2580"
6,PR01,PC06,E6,"289790","unambiguous","pilM","1028","0.95","SO_0281"
6,PR01,PC06,E7,"2711846","ambiguous","SO_2584","461","0.66","SO_2584"
6,PR01,PC06,E8,"","","","","",""
6,PR01,PC06,E9,"1875626","unambiguous","miaE","581","0.74","SO_1788"
6,PR01,PC06,E10,"1638752","unambiguous","SO_1561","473","0.26","SO_1561"
6,PR01,PC06,E11,"4226834","unambiguous","rimO","632","0.44","SO_4072"
6,PR01,PC06,E12,"4801771","unambiguous","coxB","1048","0.68","SO_4606"
6,PR01,PC06,F1,"63395, 451078, 1070841","unambiguous, ambiguous, unambiguous","None, plpD, cobC","NA,1543,86","NA, 0.70, 0.11","None, SO_0428, SO_1031"
6,PR01,PC06,F2,"3504470, 5094225","unambiguous, unambiguous","SO_3361, SO_A0138","877,1942","0.47, 0.78","SO_3361, SO_A0138"
6,PR01,PC06,F3,"","","","","",""
6,PR01,PC06,F4,"3377704, 4340108","unambiguous, unambiguous","None, SO_4166","NA,98","NA, 0.05","None, SO_4166"
6,PR01,PC06,F5,"43791","unambiguous","aroE","74","0.09","SO_0040"
6,PR01,PC06,F6,"2590851, 4340108","unambiguous, unambiguous","SO_2469, SO_4166","1101,98","0.41, 0.05","SO_2469, SO_4166"
6,PR01,PC06,F7,"","","","","",""
6,PR01,PC06,F8,"1976703, 4340108","unambiguous, unambiguous","None, SO_4166","NA,98","NA, 0.05","None, SO_4166"
6,PR01,PC06,F9,"4303044, 4340108","ambiguous, unambiguous","SO_4145, SO_4166","1236,98","0.82, 0.05","SO_4145, SO_4166"
6,PR01,PC06,F10,"2033386","unambiguous","None","NA","NA","None"
6,PR01,PC06,F11,"4340108","unambiguous","SO_4166","98","0.05","SO_4166"
6,PR01,PC06,F12,"4266316","unambiguous","mshG","523","0.43","SO_4108"
6,PR01,PC06,G1,"4017487","unambiguous","SO_3871","161","0.26","SO_3871"
6,PR01,PC06,G2,"3131061, 5124623","ambiguous, unambiguous","trpE, SO_A0165","1199,719","0.70, 0.83","SO_3019, SO_A0165"
6,PR01,PC06,G3,"","","","","",""
6,PR01,PC06,G4,"749857.0, 1384124","unambiguous, ambiguous","SO_0735, yhcC","345,739","0.36, 0.80","SO_0735, SO_1326"
6,PR01,PC06,G5,"206650","ambiguous","selD","494","0.47","SO_0196"
6,PR01,PC06,G6,"2480469","unambiguous","yccA","176","0.27","SO_2375"
6,PR01,PC06,G7,"206650","ambiguous","selD","494","0.47","SO_0196"
6,PR01,PC06,G8,"1972672","unambiguous","SO_1876","1595","0.73","SO_1876"
6,PR01,PC06,G9,"3468223, 4815947","unambiguous, unambiguous","SO_3316, SO_4620","59,848","0.05, 0.49","SO_3316, SO_4620"
6,PR01,PC06,G10,"","","","","",""
6,PR01,PC06,G11,"3131061, 4823144","ambiguous, ambiguous","trpE, SO_4628","1199,1764","0.70, 0.89","SO_3019, SO_4628"
6,PR01,PC06,G12,"2120344, 4350181","unambiguous, unambiguous","gsk, mxdC","917,872","0.70, 0.83","SO_2020, SO_4178"
6,PR01,PC06,H1,"","","","","",""
6,PR01,PC06,H2,"709241","ambiguous","SO_0691","4","0.01","SO_0691"
6,PR01,PC06,H3,"3079642","unambiguous","J","830","0.21","SO_2940"
6,PR01,PC06,H4,"595312","unambiguous","rapA","1875","0.65","SO_0575"
6,PR01,PC06,H5,"4263497","unambiguous","mshC","121","0.26","SO_4104"
6,PR01,PC06,H6,"1922697","unambiguous","SO_1830","323","0.63","SO_1830"
6,PR01,PC06,H7,"4553029","unambiguous","SO_4358","584","0.23","SO_4358"
6,PR01,PC06,H8,"1186397","unambiguous","SO_1143","613","0.80","SO_1143"
6,PR01,PC06,H9,"3179746","unambiguous","SO_3063","1113","0.75","SO_3063"
6,PR01,PC06,H10,"5122050","unambiguous","SO_A0163","326","0.56","SO_A0163"
6,PR01,PC06,H11,"4006027","unambiguous","SO_3859","1026","0.54","SO_3859"
6,PR01,PC06,H12,"3835250","unambiguous","calR","442","0.73","SO_3684"
7,PR01,PC07,A1,"","","","","",""
7,PR01,PC07,A2,"1803712","unambiguous","SO_1715","69","0.13","SO_1715"
7,PR01,PC07,A3,"315046, 2137691","ambiguous, unambiguous","ygiQ, sltY","70,668","0.03, 0.35","SO_0311, SO_2040"
7,PR01,PC07,A4,"","","","","",""
7,PR01,PC07,A5,"1370514","unambiguous","SO_1314","562","0.40","SO_1314"
7,PR01,PC07,A6,"3489326","ambiguous","SO_3342","490","0.76","SO_3342"
7,PR01,PC07,A7,"","","","","",""
7,PR01,PC07,A8,"2708450, 4839069","unambiguous, ambiguous","fadD, None","1113,NA","0.67, NA","SO_2581, None"
7,PR01,PC07,A9,"","","","","",""
7,PR01,PC07,A10,"","","","","",""
7,PR01,PC07,A11,"2703916","unambiguous","None","NA","NA","None"
7,PR01,PC07,A12,"2102435","unambiguous","SO_2002","350","0.39","SO_2002"
7,PR01,PC07,B1,"","","","","",""
7,PR01,PC07,B2,"","","","","",""
7,PR01,PC07,B3,"923782, 949471, 1855179, 2086202, 2553599, 4918032, 4927014, 5050136","unambiguous, ambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous","SO_0895, sdaC, SO_1775, nadV, SO_4782, SO_4714, mobA, SO_A0100","143,86,477,667,261,641,592,1145","0.17, 0.07, 0.71, 0.45, 0.99, 0.88, 1.00, 0.63","SO_0895, SO_0919, SO_1775, SO_1981, SO_4782, SO_4714, SO_4722, SO_A0100"
7,PR01,PC07,B4,"949471, 2400651, 4918032","ambiguous, unambiguous, unambiguous","sdaC, SO_2286, SO_4714","86,194,641","0.07, 0.11, 0.88","SO_0919, SO_2286, SO_4714"
7,PR01,PC07,B5,"1370514","unambiguous","SO_1314","562","0.40","SO_1314"
7,PR01,PC07,B6,"923782, 3489326","unambiguous, ambiguous","SO_0895, SO_3342","143,490","0.17, 0.76","SO_0895, SO_3342"
7,PR01,PC07,B7,"923782, 1855179","unambiguous, unambiguous","SO_0895, SO_1775","143,477","0.17, 0.71","SO_0895, SO_1775"
7,PR01,PC07,B8,"1208149, 2708450, 3491417","ambiguous, unambiguous, unambiguous","rlpA, fadD, yciH","389,1113,42","0.46, 0.67, 0.13","SO_1165, SO_2581, SO_3345"
7,PR01,PC07,B9,"949471, 1208149, 2086202","ambiguous, ambiguous, unambiguous","sdaC, rlpA, nadV","86,389,667","0.07, 0.46, 0.45","SO_0919, SO_1165, SO_1981"
7,PR01,PC07,B10,"949471, 2553599, 3491417","ambiguous, unambiguous, unambiguous","sdaC, SO_4782, yciH","86,261,42","0.07, 0.99, 0.13","SO_0919, SO_4782, SO_3345"
7,PR01,PC07,B11,"19595, 2703916, 4927014","ambiguous, unambiguous, unambiguous","SO_0017, None, mobA","2534,NA,592","0.79, NA, 1.00","SO_0017, None, SO_4722"
